location,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653
variable,Temperature,Relative Humidity,Mean Sea Level Pressure
unit,°C,%,hPa
level,2 m elevation corrected,2 m,MSL
resolution,hourly,hourly,hourly
aggregation,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Mean Sea Level Pressure [MSL]
20250215T0900,-0.05975461,72.583176,1023.2
20250215T1000,0.9402454,70.847466,1023.6
20250215T1100,1.8602453,68.89841,1023.2
20250215T1200,2.6902456,67.355515,1022.2
20250215T1300,3.7202454,65.18006,1021.1
20250215T1400,4.130245,64.2699,1020.5
20250215T1500,3.8002453,65.345375,1020.0
20250215T1600,2.6602454,78.98959,1019.5
20250215T1700,2.2302454,72.361,1019.3
20250215T1800,1.6002454,76.386826,1019.3
20250215T1900,-0.22975457,84.97689,1019.4
20250215T2000,-0.89975464,88.388306,1019.1
20250215T2100,-0.9697546,89.176445,1018.6
20250215T2200,-0.5997546,86.98282,1018.9
20250215T2300,-0.8397546,89.39019,1018.8
20250216T0000,-1.0797546,90.77711,1019.0
20250216T0100,-1.2597545,91.85061,1018.6
20250216T0200,-1.4097546,92.18103,1018.2
20250216T0300,-1.2297546,90.35676,1017.8
20250216T0400,-1.4097546,92.45676,1017.3
20250216T0500,-1.4897546,93.49117,1017.3
20250216T0600,-1.5697545,92.99767,1017.0
20250216T0700,-1.1397547,91.72429,1017.1
20250216T0800,-0.07975459,87.435165,1017.4
20250216T0900,0.6202454,85.91458,1017.3
20250216T1000,1.5302454,80.32822,1018.0
20250216T1100,2.7902455,76.55246,1017.8
20250216T1200,3.8602452,72.914246,1017.2
20250216T1300,4.5602455,71.210884,1016.8
20250216T1400,5.0302453,69.71431,1016.9
20250216T1500,4.9102454,68.977005,1017.0
20250216T1600,4.3102455,73.811005,1017.4
20250216T1700,2.6802454,81.22576,1017.9
20250216T1800,1.8102454,84.315094,1018.5
20250216T1900,1.0402454,87.24437,1019.0
20250216T2000,0.8202454,87.92863,1019.1
20250216T2100,0.6602454,87.780815,1019.4
20250216T2200,0.2802454,90.77092,1019.7
20250216T2300,-0.029754579,90.74189,1019.8
20250217T0000,-0.3797546,89.50491,1020.2
20250217T0100,-0.4397546,89.83181,1020.2
20250217T0200,-0.4597546,89.96336,1020.2
20250217T0300,-0.73975456,88.869156,1020.3
20250217T0400,-0.8497546,88.52608,1020.4
20250217T0500,-0.76975465,87.87653,1020.5
20250217T0600,-0.8297546,87.869545,1020.6
20250217T0700,-0.5697546,87.70335,1021.0
20250217T0800,0.5902454,82.475044,1021.4
20250217T0900,1.0702454,79.42141,1021.3
20250217T1000,1.7102454,78.36056,1021.9
20250217T1100,2.4002454,77.44636,1021.7
20250217T1200,3.0202456,76.14561,1021.2
20250217T1300,3.7202454,73.9101,1020.9
20250217T1400,3.9502454,73.8475,1020.8
20250217T1500,3.7502456,74.29664,1020.4
20250217T1600,3.1702452,77.4139,1020.1
20250217T1700,1.5302454,83.966965,1020.5
20250217T1800,0.8602454,85.881714,1020.9
20250217T1900,0.9602454,84.6974,1021.3
20250217T2000,0.77024543,84.67158,1021.5
20250217T2100,0.3702454,85.50107,1021.8
20250217T2200,0.100245416,84.831955,1022.8
20250217T2300,-0.07975459,84.61787,1022.8
20250218T0000,-0.16975462,84.98504,1022.9
20250218T0100,-0.46975458,85.70954,1022.9
20250218T0200,-0.9397546,85.58332,1023.0
20250218T0300,-0.8397546,86.43426,1022.9
20250218T0400,-0.60975456,85.81942,1022.9
20250218T0500,-1.0597546,86.40629,1023.2
20250218T0600,-1.1397547,86.52588,1023.3
20250218T0700,-0.77975464,86.24801,1023.5
20250218T0800,0.3202454,81.82151,1023.8
20250218T0900,1.0002453,78.00176,1023.4
20250218T1000,1.8002454,75.01676,1023.9
20250218T1100,2.6102452,72.98046,1023.7
20250218T1200,3.5602455,69.79993,1023.3
20250218T1300,4.2502456,67.97103,1022.8
20250218T1400,4.610245,66.61536,1022.1
20250218T1500,4.6002455,66.367714,1021.8
20250218T1600,3.8102455,72.69005,1021.9
20250218T1700,0.9802454,83.08619,1022.0
20250218T1800,0.11024541,85.276375,1022.3
20250218T1900,0.010245383,85.07277,1022.6
20250218T2000,-0.46975458,84.18488,1022.7
20250218T2100,-0.9397546,82.92415,1022.8
20250218T2200,-1.0697546,78.810356,1023.6
20250218T2300,-1.4097546,78.57007,1023.7
20250219T0000,-1.8797547,79.63082,1023.7
20250219T0100,-2.1097546,79.34769,1023.8
20250219T0200,-2.1197548,79.16421,1023.6
20250219T0300,-2.2897544,79.74167,1023.5
20250219T0400,-2.4197545,80.20857,1023.6
20250219T0500,-2.3297548,80.46972,1023.8
20250219T0600,-2.2797546,81.4673,1023.9
20250219T0700,-2.0197544,83.45339,1024.2
20250219T0800,-0.5597546,81.49879,1024.4
20250219T0900,0.9102454,76.19905,1024.2
20250219T1000,2.3902454,74.798744,1025.3
20250219T1100,3.9902453,72.83386,1025.3
20250219T1200,5.5802455,70.447044,1024.4
20250219T1300,6.920245,68.377594,1023.9
20250219T1400,7.730245,67.09693,1023.4
20250219T1500,7.6602454,70.081276,1023.2
20250219T1600,6.3502455,75.769844,1023.3
20250219T1700,4.8402452,77.14888,1023.5
20250219T1800,2.9602456,86.08147,1023.9
20250219T1900,2.1402454,90.544945,1024.2
20250219T2000,1.3202454,93.286255,1024.5
20250219T2100,0.84024537,95.59718,1024.6
20250219T2200,1.1202455,93.68108,1025.8
20250219T2300,0.89024544,94.97417,1026.1
20250220T0000,0.5802454,96.284004,1026.4
20250220T0100,0.84024537,96.22685,1026.5
20250220T0200,1.0802454,95.40174,1026.2
20250220T0300,1.5302454,94.25612,1026.0
20250220T0400,1.9502454,94.078476,1025.7
20250220T0500,2.6702452,92.711365,1025.8
20250220T0600,3.4202452,92.170074,1026.1
20250220T0700,3.9202452,91.683,1026.4
20250220T0800,4.4302454,92.90548,1026.8
20250220T0900,6.0602455,92.43209,1026.9
20250220T1000,8.0602455,88.62199,1027.6
20250220T1100,10.500245,83.5564,1027.2
20250220T1200,12.400246,77.66991,1026.9
20250220T1300,13.790245,72.50633,1026.2
20250220T1400,14.940246,65.88238,1025.6
20250220T1500,14.780245,67.022705,1025.5
20250220T1600,14.420245,65.67693,1025.6
20250220T1700,12.490245,75.64759,1025.9
20250220T1800,10.860246,80.01706,1026.4
20250220T1900,7.920245,90.59727,1026.6
20250220T2000,7.6202455,91.33008,1026.8
20250220T2100,7.1402454,93.93282,1026.6
20250220T2200,6.150245,95.19613,1026.8
20250220T2300,5.5902452,94.834236,1026.8
20250221T0000,5.0102453,95.8783,1026.8
20250221T0100,4.4602456,96.46477,1026.8
20250221T0200,4.2102456,96.72781,1026.7
20250221T0300,3.7202454,96.50119,1026.4
20250221T0400,3.2702456,96.13726,1026.4
20250221T0500,3.5102453,95.94302,1026.3
20250221T0600,3.5002456,95.32824,1026.2
20250221T0700,3.6402454,95.67615,1026.3
20250221T0800,4.790245,93.92297,1026.3
20250221T0900,7.0802455,89.70993,1026.0
20250221T1000,9.110246,86.48904,1025.6
20250221T1100,10.940246,82.30852,1024.8
20250221T1200,12.910245,75.10455,1023.6
20250221T1300,14.430245,67.496666,1022.6
20250221T1400,15.150246,63.462044,1021.7
20250221T1500,15.020246,63.258644,1020.9
20250221T1600,13.630245,68.39343,1020.3
20250221T1700,11.190246,78.16752,1019.7
20250221T1800,9.910245,82.2251,1019.7
20250221T1900,8.710245,86.80471,1019.6
20250221T2000,7.5102453,90.31195,1019.5
20250221T2100,7.1002455,91.79976,1019.8
20250221T2200,7.0602455,94.124054,1019.9
20250221T2300,6.540245,95.14926,1019.4
20250222T0000,6.210245,95.7991,1019.6
20250222T0100,6.0702453,96.531395,1019.5
20250222T0200,6.1602454,95.86374,1019.2
20250222T0300,5.750245,96.518524,1018.5
20250222T0400,4.9902453,96.827515,1018.4
20250222T0500,4.7402453,96.47671,1018.6
20250222T0600,5.0502453,94.67122,1019.0
20250222T0700,5.400245,93.762184,1019.4
20250222T0800,6.3902454,91.297516,1019.9
20250222T0900,8.620245,86.435104,1020.3
20250222T1000,10.550245,82.48179,1021.0
20250222T1100,12.070246,76.61564,1021.1
20250222T1200,13.340245,71.48867,1020.7
20250222T1300,14.190246,65.670425,1020.5
20250222T1400,14.800245,60.86601,1020.8
20250222T1500,15.130245,58.563847,1020.8
20250222T1600,14.190246,63.15067,1021.4
20250222T1700,12.020246,77.92682,1022.5
20250222T1800,12.360246,76.92619,1023.7
20250222T1900,10.870245,85.21558,1024.3
20250222T2000,10.580245,86.29377,1025.0
20250222T2100,10.280245,87.26876,1025.6
20250222T2200,10.220245,87.203026,1026.2
20250222T2300,9.770246,89.02637,1026.8
20250223T0000,9.140245,90.82029,1027.4
20250223T0100,8.840245,91.48546,1028.0
20250223T0200,8.430245,93.1064,1028.4
20250223T0300,7.980245,94.50074,1028.6
20250223T0400,7.940245,94.95546,1028.9
20250223T0500,7.960245,94.82575,1029.4
20250223T0600,7.710245,95.5353,1029.7
20250223T0700,7.900245,94.49651,1030.3
20250223T0800,8.570246,94.46677,1030.8
20250223T0900,9.760245,90.930626,1031.2
20250223T1000,10.740245,88.63068,1031.1
20250223T1100,11.430245,84.35875,1031.3
20250223T1200,11.970245,81.99979,1031.2
20250223T1300,12.280245,82.48687,1030.5
20250223T1400,12.520246,79.39614,1030.5
20250223T1500,12.580245,78.28179,1030.1
20250223T1600,11.770246,83.20656,1029.5
20250223T1700,10.900246,85.74295,1029.8
20250223T1800,8.740245,91.60387,1029.7
20250223T1900,7.1202455,94.91435,1030.3
20250223T2000,5.650245,97.66972,1030.4
20250223T2100,5.2802453,97.79504,1030.3
20250223T2200,4.8902454,94.12859,1030.6
20250223T2300,4.5802455,94.37692,1030.3
20250224T0000,4.1402454,96.930855,1029.7
20250224T0100,4.0802455,97.47977,1029.8
20250224T0200,4.1402454,97.27493,1029.3
20250224T0300,3.9602456,97.821785,1028.7
20250224T0400,4.2802453,97.83222,1028.2
20250224T0500,4.2602453,97.555115,1027.8
20250224T0600,4.2902455,97.55615,1027.8
20250224T0700,4.8102455,97.43646,1027.9
20250224T0800,5.8702455,96.4559,1027.7
20250224T0900,7.210245,93.54661,1027.1
20250224T1000,8.670245,91.09607,1026.8
20250224T1100,10.250245,87.325294,1026.0
20250224T1200,11.540245,82.05313,1025.6
20250224T1300,12.570246,77.43366,1024.1
20250224T1400,12.990245,74.2038,1023.4
20250224T1500,12.910245,75.10455,1022.1
20250224T1600,12.250245,78.28293,1021.5
20250224T1700,10.990245,84.76638,1021.7
20250224T1800,10.200245,88.09865,1021.5
20250224T1900,9.970245,88.49876,1021.4
20250224T2000,9.600245,88.82823,1021.8
20250224T2100,9.080245,90.00881,1021.2
20250224T2200,8.830245,88.94023,1020.9
20250224T2300,8.100245,93.14981,1020.7
20250225T0000,8.010245,92.95153,1020.4
20250225T0100,8.250245,92.20138,1019.9
20250225T0200,8.320246,91.13175,1019.2
20250225T0300,8.340245,92.017235,1018.8
20250225T0400,8.260245,93.7387,1018.1
20250225T0500,8.170245,95.42472,1017.5
20250225T0600,8.160246,95.68686,1016.9
20250225T0700,8.200246,96.2155,1016.4
20250225T0800,8.540245,95.11502,1016.1
20250225T0900,8.790245,94.348946,1016.1
20250225T1000,8.610246,96.09989,1015.4
20250225T1100,8.920245,94.2913,1015.3
20250225T1200,9.430245,91.4663,1014.6
20250225T1300,9.980246,87.11865,1013.7
20250225T1400,10.740245,81.887825,1013.2
20250225T1500,11.230246,75.3748,1012.0
20250225T1600,11.200245,72.65856,1011.5
20250225T1700,9.910245,76.2454,1011.5
20250225T1800,8.910245,78.72474,1012.9
20250225T1900,8.630245,75.168915,1013.5
20250225T2000,7.8302455,75.39475,1013.9
20250225T2100,7.3902454,76.01297,1014.4
20250225T2200,7.110245,77.32504,1014.7
20250225T2300,6.710245,77.58679,1015.3
20250226T0000,6.2802453,79.1347,1015.9
20250226T0100,5.8202453,80.889336,1016.6
20250226T0200,5.2402453,83.44705,1017.1
20250226T0300,4.880245,84.90453,1017.8
20250226T0400,4.4802456,87.44632,1018.2
20250226T0500,4.2702456,88.68413,1018.9
20250226T0600,4.2702456,90.54116,1019.6
20250226T0700,4.4702454,90.752556,1020.5
20250226T0800,4.790245,90.201256,1021.2
20250226T0900,5.440245,87.551125,1021.9
20250226T1000,5.5902452,87.81589,1022.7
20250226T1100,6.3302455,83.772285,1023.1
20250226T1200,7.1002455,79.323524,1022.8
20250226T1300,7.860245,74.8679,1022.3
20250226T1400,8.280246,70.16284,1021.8
20250226T1500,8.330246,69.230354,1021.4
20250226T1600,8.0602455,68.28751,1021.6
20250226T1700,6.880245,69.51242,1021.6
20250226T1800,4.8202453,78.95085,1022.1
20250226T1900,3.7302456,82.87675,1022.0
20250226T2000,2.5402455,85.65454,1022.1
20250226T2100,2.2302454,86.55808,1021.7
20250226T2200,2.1802454,88.33721,1021.3
20250226T2300,2.3802454,87.59083,1021.0
20250227T0000,2.6902456,87.244804,1020.8
20250227T0100,3.0802455,85.04075,1020.3
20250227T0200,3.7802453,81.632095,1019.6
20250227T0300,3.9902453,84.24158,1019.3
20250227T0400,4.170245,86.849304,1019.1
20250227T0500,4.5702453,87.76933,1019.1
20250227T0600,4.6602454,88.155815,1019.1
20250227T0700,4.8502455,88.99587,1019.5
20250227T0800,5.250245,90.43432,1020.1
20250227T0900,6.0502453,90.82242,1020.4
20250227T1000,7.110245,85.48193,1020.9
20250227T1100,8.150246,79.49034,1020.8
20250227T1200,8.680245,72.52181,1020.6
20250227T1300,8.740245,67.18218,1020.2
20250227T1400,8.850245,63.929306,1020.1
20250227T1500,8.620245,61.61744,1020.2
20250227T1600,8.3102455,63.432175,1020.6
20250227T1700,6.880245,71.18299,1020.9
20250227T1800,5.110245,79.97155,1021.6
20250227T1900,4.0102453,85.16012,1022.4
20250227T2000,3.5602455,86.34135,1022.9
20250227T2100,3.6602454,86.9155,1023.3
20250227T2200,3.5702453,89.76673,1023.4
20250227T2300,3.3702455,89.94165,1023.5
20250228T0000,3.2002454,90.12019,1023.7
20250228T0100,2.2702456,90.95189,1023.9
20250228T0200,1.3602455,91.603455,1023.7
20250228T0300,0.8702454,93.18518,1023.6
20250228T0400,0.88024545,93.52737,1023.8
20250228T0500,0.6602454,93.99231,1024.1
20250228T0600,0.6302454,94.47326,1024.5
20250228T0700,1.5902454,92.89943,1024.6
20250228T0800,2.8202453,89.30629,1025.1
20250228T0900,4.0402455,85.22528,1025.2
20250228T1000,5.380245,80.64836,1025.3
20250228T1100,6.2402453,73.92241,1025.2
20250228T1200,6.440245,68.270065,1024.6
20250228T1300,6.520245,66.91561,1024.1
20250228T1400,6.5302453,65.52232,1024.1
20250228T1500,6.460245,68.07693,1023.8
20250228T1600,6.230245,70.382195,1024.0
20250228T1700,5.0102453,78.01983,1024.3
20250228T1800,3.7402453,84.02567,1024.8
20250228T1900,3.2902455,84.76012,1025.2
20250228T2000,3.4002452,85.63815,1025.3
20250228T2100,2.9202452,87.905754,1025.3
20250228T2200,2.4802454,87.85724,1025.3
20250228T2300,1.9002454,87.66436,1025.1
20250301T0000,1.4602454,88.90766,1025.2
20250301T0100,1.5102453,89.238754,1025.5
20250301T0200,1.6202455,89.97002,1025.3
20250301T0300,2.0302453,89.35677,1025.8
20250301T0400,2.1702454,88.85216,1026.1
20250301T0500,2.2002454,88.27506,1026.3
20250301T0600,2.3602452,87.079834,1026.6
20250301T0700,2.5302453,85.77818,1027.0
20250301T0800,3.1402454,80.82396,1027.5
20250301T0900,4.0802455,78.597984,1027.7
20250301T1000,5.2402453,74.31684,1027.8
20250301T1100,6.290245,68.18681,1027.6
20250301T1200,7.190245,63.156334,1027.8
20250301T1300,7.610245,59.90492,1027.3
20250301T1400,7.9102454,57.79495,1027.2
20250301T1500,7.9302454,57.800327,1027.3
20250301T1600,7.4302454,59.335503,1027.7
20250301T1700,6.4102454,61.63846,1028.4
20250301T1800,5.2202454,65.97934,1028.9
20250301T1900,4.2402453,70.93402,1029.4
20250301T2000,3.3502455,76.20721,1029.8
20250301T2100,2.8002453,80.06338,1030.3
20250301T2200,3.1302452,78.090904,1030.3
20250301T2300,2.4802454,81.25412,1030.6
20250302T0000,2.0002456,82.99013,1030.8
20250302T0100,1.4502454,84.63886,1031.0
20250302T0200,1.3002454,85.307236,1031.0
20250302T0300,0.88024545,85.31507,1030.9
20250302T0400,0.5702454,85.65406,1031.0
20250302T0500,0.2402454,86.95574,1031.0
20250302T0600,-0.2697546,87.282616,1030.9
20250302T0700,0.84024537,88.450554,1031.5
20250302T0800,2.4202454,84.64502,1032.3
20250302T0900,3.6802454,80.26425,1032.2
20250302T1000,5.420245,72.858894,1032.3
20250302T1100,7.1402454,67.10696,1031.9
20250302T1200,8.470245,60.652573,1031.3
20250302T1300,9.400246,56.780945,1030.2
20250302T1400,10.000245,53.629963,1029.4
20250302T1500,10.300245,52.14267,1028.7
20250302T1600,9.770246,56.83962,1028.5
20250302T1700,6.790245,68.844,1028.7
20250302T1800,4.400245,78.25415,1028.9
20250302T1900,3.1102452,81.94736,1029.1
20250302T2000,2.0402455,86.53514,1029.3
20250302T2100,1.3202454,88.76272,1029.4
20250302T2200,0.4002454,89.25515,1029.7
20250302T2300,-0.3697546,89.972404,1029.5
20250303T0000,-0.40975457,90.035225,1029.6
20250303T0100,-0.8297546,90.86856,1029.8
20250303T0200,-1.1597546,91.040855,1029.6
20250303T0300,-1.2697546,90.89462,1029.4
20250303T0400,-1.6497546,90.65419,1029.4
20250303T0500,-1.7897545,90.16536,1029.6
20250303T0600,-1.9797546,89.53752,1029.6
20250303T0700,-0.98975456,90.24573,1029.7
20250303T0800,1.9202454,83.28399,1030.1
20250303T0900,4.4102454,77.69022,1030.2
20250303T1000,6.3502455,73.15059,1030.3
20250303T1100,8.260245,67.26562,1029.6
20250303T1200,9.820246,62.450043,1028.8
20250303T1300,11.130245,56.553707,1027.8
20250303T1400,12.130245,51.761482,1027.1
20250303T1500,12.430245,48.120506,1026.5
20250303T1600,11.990245,47.923103,1026.3
20250303T1700,9.660245,57.38656,1026.2
20250303T1800,8.290245,64.069695,1026.4
20250303T1900,6.500245,72.551735,1026.6
20250303T2000,3.3402452,82.64034,1026.7
20250303T2100,1.6502454,87.25175,1026.8
20250303T2200,0.3902454,90.513954,1026.9
20250303T2300,-0.3197546,92.88921,1027.0
20250304T0000,-0.5897546,92.79918,1027.1
20250304T0100,-0.46975458,91.172615,1026.7
20250304T0200,-0.76975465,91.009544,1026.5
20250304T0300,-0.8497546,90.39421,1026.5
20250304T0400,-0.90975463,89.98492,1026.6
20250304T0500,-0.86975455,89.52048,1026.5
20250304T0600,-1.0997546,91.72784,1026.5
20250304T0700,-0.10975462,90.26542,1026.7
20250304T0800,2.6402454,85.16946,1027.3
20250304T0900,5.8002453,76.10539,1027.1
20250304T1000,8.430245,69.796295,1027.2
20250304T1100,10.280245,63.457172,1026.8
20250304T1200,11.950245,57.66378,1026.1
20250304T1300,13.100245,51.959473,1025.2
20250304T1400,13.910245,48.85951,1025.0
20250304T1500,14.110246,45.09838,1024.7
20250304T1600,13.430245,49.84566,1024.7
20250304T1700,11.700245,52.31164,1024.9
20250304T1800,8.530246,65.89836,1025.3
20250304T1900,7.0302453,72.036224,1025.6
20250304T2000,3.8502455,79.65227,1025.7
20250304T2100,2.7502456,80.88063,1025.5
20250304T2200,1.6602454,84.35654,1025.8
20250304T2300,1.0602454,86.16093,1025.9
20250305T0000,0.7102454,87.141014,1025.9
20250305T0100,0.5002454,87.051544,1026.0
20250305T0200,0.2602454,86.50796,1025.9
20250305T0300,0.100245416,86.68094,1026.0
20250305T0400,-0.23975462,87.8725,1026.2
20250305T0500,-0.60975456,88.81715,1026.4
20250305T0600,-0.6697546,89.67479,1026.7
20250305T0700,0.35024542,89.84492,1027.1
20250305T0800,3.6702452,82.448715,1027.2
20250305T0900,7.020245,74.07312,1027.2
20250305T1000,10.280245,67.43183,1026.8
20250305T1100,12.600245,60.491035,1026.3
20250305T1200,14.530245,53.20703,1025.4
20250305T1300,15.880245,46.29577,1024.5
20250305T1400,16.710245,41.427284,1024.1
20250305T1500,17.030245,36.758198,1023.7
20250305T1600,16.340246,44.76071,1023.4
20250305T1700,13.410245,45.87174,1023.4
20250305T1800,9.870245,57.112774,1023.5
20250305T1900,6.8502455,67.6249,1023.6
20250305T2000,4.3302455,78.12865,1023.7
20250305T2100,3.2902455,82.81352,1023.8
20250305T2200,3.0802455,84.73251,1024.0
20250305T2300,2.3002453,86.946014,1024.2
20250306T0000,1.7402455,88.54798,1024.0
20250306T0100,1.2502453,88.43028,1024.0
20250306T0200,0.7902454,90.418816,1023.8
20250306T0300,0.4202454,91.72456,1023.7
20250306T0400,0.20024541,92.929634,1023.5
20250306T0500,-0.33975458,94.0618,1023.4
20250306T0600,-0.5797546,94.7432,1023.4
20250306T0700,1.1302454,89.79046,1023.7
20250306T0800,5.040245,80.827614,1023.8
20250306T0900,9.3102455,68.271645,1023.7
20250306T1000,12.400246,58.559994,1023.0
20250306T1100,14.670245,49.66866,1022.5
20250306T1200,16.360247,44.483345,1021.6
20250306T1300,17.430244,40.364883,1020.5
20250306T1400,18.120245,37.134968,1020.0
20250306T1500,18.380245,33.98911,1019.7
20250306T1600,17.600245,36.325584,1019.4
20250306T1700,15.620245,43.922794,1019.5
20250306T1800,12.630245,53.1353,1019.7
20250306T1900,9.280245,62.944134,1019.8
20250306T2000,6.8702455,71.28329,1020.1
20250306T2100,5.880245,75.7923,1020.1
20250306T2200,3.8502455,83.73745,1020.2
20250306T2300,3.1902456,86.92382,1020.5
20250307T0000,2.6302452,91.44516,1020.7
20250307T0100,2.3102455,92.34961,1020.8
20250307T0200,1.8102454,93.86485,1020.9
20250307T0300,1.1302454,95.057785,1020.9
20250307T0400,0.97024536,94.97899,1020.9
20250307T0500,0.7302454,96.08093,1020.9
20250307T0600,0.8002454,95.24663,1020.8
20250307T0700,2.5102453,89.46972,1021.0
20250307T0800,6.5302453,79.28812,1021.1
20250307T0900,9.910245,68.162186,1021.0
20250307T1000,12.790245,59.11461,1020.2
20250307T1100,14.710245,51.784763,1019.6
20250307T1200,15.790245,46.959423,1018.7
20250307T1300,16.470245,43.58298,1017.4
20250307T1400,16.830246,42.20309,1016.7
20250307T1500,16.740246,41.28943,1016.2
20250307T1600,15.900246,44.474884,1015.8
20250307T1700,13.210245,55.13191,1015.9
20250307T1800,12.140245,56.5016,1016.0
20250307T1900,10.000245,64.79963,1016.2
20250307T2000,7.270245,73.38439,1016.1
20250307T2100,5.150245,79.920456,1016.1
20250307T2200,4.710245,77.237595,1016.1
20250307T2300,4.0002456,81.13473,1016.1
20250308T0000,3.3202453,83.17971,1015.8
20250308T0100,2.7302456,83.88758,1016.0
20250308T0200,2.2202454,85.86453,1015.4
20250308T0300,1.9702454,85.95885,1015.3
20250308T0400,1.6802454,86.36469,1015.1
20250308T0500,1.2302454,86.691055,1015.1
20250308T0600,1.0002453,86.34422,1014.9
20250308T0700,2.2802453,84.87417,1015.0
20250308T0800,5.8002453,75.179756,1015.2
20250308T0900,9.330245,65.1963,1015.1
20250308T1000,12.530245,55.33896,1014.2
20250308T1100,14.8102455,47.41045,1013.3
20250308T1200,16.390245,41.924423,1012.3
20250308T1300,17.390245,37.610588,1011.3
20250308T1400,17.980246,34.832912,1010.3
20250308T1500,18.050245,33.818333,1009.6
20250308T1600,17.500246,35.37054,1008.9
20250308T1700,15.290245,39.75738,1008.6
20250308T1800,11.120245,55.47028,1008.6
20250308T1900,8.650246,65.64399,1008.3
20250308T2000,6.9302454,73.0034,1008.4
20250308T2100,5.6202455,77.397896,1008.4
20250308T2200,5.2002454,77.99623,1008.0
20250308T2300,4.4402456,80.15323,1007.9
20250309T0000,4.170245,81.33721,1007.6
20250309T0100,3.7102456,81.62151,1007.6
20250309T0200,3.5302453,83.5722,1007.4
20250309T0300,3.5302453,83.93635,1006.9
20250309T0400,2.9502454,85.83064,1006.4
20250309T0500,2.1002455,86.416046,1006.2
20250309T0600,1.9502454,85.20427,1006.1
20250309T0700,3.3002453,84.76143,1006.4
20250309T0800,7.0702453,72.926704,1006.1
20250309T0900,10.610246,58.92947,1005.8
20250309T1000,13.660245,50.624527,1005.0
20250309T1100,15.5602455,44.723137,1004.1
20250309T1200,17.140245,40.565857,1003.1
20250309T1300,18.020245,37.610058,1002.4
20250309T1400,18.310246,36.56229,1001.8
20250309T1500,18.140245,37.1145,1001.3
20250309T1600,17.530245,43.555,1000.9
20250309T1700,14.200245,55.70724,1000.7
20250309T1800,11.360246,65.16259,1000.3
20250309T1900,9.660245,73.225815,1000.1
20250309T2000,8.120246,78.15562,1000.3
20250309T2100,7.250245,83.129776,1000.3
20250309T2200,6.860245,81.79545,1000.6
20250309T2300,6.4702454,83.43585,999.9
20250310T0000,5.770245,84.896225,999.1
20250310T0100,6.3302455,84.30777,999.0
20250310T0200,6.520245,82.67825,998.6
20250310T0300,7.3502455,76.22203,998.6
20250310T0400,8.480246,76.691666,999.0
20250310T0500,8.840245,82.70731,999.3
20250310T0600,9.140245,84.894806,1000.3
20250310T0700,9.480246,85.22879,1001.8
20250310T0800,9.750245,86.79655,1003.2
20250310T0900,9.910245,88.13081,1003.8
20250310T1000,10.000245,87.4193,1004.4
20250310T1100,10.170245,85.25092,1004.6
20250310T1200,11.040245,79.55141,1004.5
20250310T1300,11.880245,74.71637,1004.1
20250310T1400,12.610246,69.9853,1003.8
20250310T1500,13.150246,66.62052,1003.6
20250310T1600,13.210245,66.221794,1003.7
20250310T1700,10.890245,79.96664,1003.9
20250310T1800,8.340245,86.9454,1004.4
20250310T1900,6.0802455,95.79319,1004.4
20250310T2000,4.8002453,99.72489,1004.5
20250310T2100,4.0202456,99.85279,1004.9
20250310T2200,4.0202456,99.85279,1005.3
20250310T2300,3.3202453,99.84092,1005.0
20250311T0000,3.0402455,99.835945,1004.7
20250311T0100,2.9302454,99.33642,1004.8
20250311T0200,3.3602452,97.871475,1004.2
20250311T0300,3.4702454,96.49019,1003.7
20250311T0400,3.5702453,95.74088,1003.8
20250311T0500,3.6002455,95.33355,1003.9
20250311T0600,3.4702454,95.94108,1004.0
20250311T0700,4.670245,93.384636,1004.1
20250311T0800,6.9902453,90.078636,1004.4
20250311T0900,9.800245,82.38041,1004.4
20250311T1000,11.680245,74.68032,1003.9
20250311T1100,12.790245,69.06576,1003.4
20250311T1200,13.710245,63.29904,1002.4
20250311T1300,14.080245,59.564972,1001.6
20250311T1400,14.280245,57.22359,1001.0
20250311T1500,14.140245,59.415054,1000.4
20250311T1600,12.960245,66.21171,1000.5
20250311T1700,11.900246,70.0327,1000.7
20250311T1800,10.780245,77.618454,1000.7
20250311T1900,9.330245,83.11787,1000.9
20250311T2000,8.850245,84.97746,1000.7
20250311T2100,8.300245,87.85027,1000.6
20250311T2200,7.4102454,93.17055,1000.2
20250311T2300,7.480245,93.23957,1000.0
20250312T0000,7.880245,92.43071,999.8
20250312T0100,7.9302454,92.882195,999.6
20250312T0200,7.190245,95.049545,998.9
20250312T0300,7.210245,95.31425,998.3
20250312T0400,7.130245,96.50589,998.2
20250312T0500,7.230245,96.04364,998.3
20250312T0600,7.3102455,95.980606,998.7
20250312T0700,7.3102455,95.319016,998.8
20250312T0800,7.380245,94.53415,999.1
20250312T0900,7.480245,92.65978,999.1
20250312T1000,7.440245,92.080284,999.8
20250312T1100,7.630245,91.01455,999.6
20250312T1200,7.8502455,89.903145,999.1
20250312T1300,8.170245,86.32503,998.8
20250312T1400,8.080246,80.7729,998.7
20250312T1500,7.940245,84.099976,998.2
20250312T1600,7.6402454,87.11229,998.2
